match_id,date,home_team,away_team,home_team_id,away_team_id,home_team_elo,away_team_elo
1376219,2020-03-01,Tottenham,Wolves,30,161,1828.44250488,1783.18969727
1376220,2020-06-20,Watford,Leicester,27,14,1682.66589355,1803.66064453
1376221,2020-02-29,Watford,Liverpool,27,26,1667.05371094,2082.44335938
1376222,2020-06-20,West Ham,Wolves,29,161,1679.32177734,1784.2911377
1376223,2020-02-29,West Ham,Southampton,29,18,1679.60266113,1699.92797852
1376224,2020-06-25,Burnley,Watford,184,27,1706.9309082,1684.63903809
1376225,2020-06-23,Tottenham,West Ham,30,29,1798.44421387,1669.8927002
1376226,2020-03-07,Arsenal,West Ham,13,29,1804.78137207,1689.68945312
1376227,2020-06-25,Chelsea,Man City,15,167,1829.10766602,1985.20812988
1376228,2020-06-24,Wolves,Bournemouth,161,183,1793.72021484,1628.26281738
1376229,2020-03-07,Burnley,Tottenham,184,30,1715.96838379,1817.88793945
1376230,2020-06-23,Leicester,Brighton,14,211,1801.68737793,1651.0012207
1376231,2020-07-01,Arsenal,Norwich,13,168,1796.01977539,1582.65014648
1376232,2020-03-08,Chelsea,Everton,15,31,1821.14697266,1754.28430176
1376233,2020-06-24,Liverpool,Crystal Palace,26,162,2020.39367676,1736.71936035
1376234,2020-06-27,Aston Villa,Wolves,24,161,1604.17993164,1796.95837402
1376235,2020-03-07,Crystal Palace,Watford,162,27,1726.92858887,1694.97033691
1376236,2020-06-24,Man United,Sheffield United,32,163,1851.94372559,1692.14135742
1376237,2020-07-01,Bournemouth,Newcastle,183,23,1625.02478027,1701.79797363
1376238,2020-03-09,Leicester,Aston Villa,14,24,1804.42370605,1614.22900391
1376239,2020-06-24,Newcastle,Aston Villa,23,24,1705.96777344,1600.01013184
1376240,2020-06-30,Brighton,Man United,211,32,1656.17468262,1857.93896484
1376241,2020-03-07,Liverpool,Bournemouth,26,183,2054.52685547,1645.48535156
1376242,2020-06-24,Norwich,Everton,168,31,1587.91662598,1743.5958252
1376243,2020-06-29,Crystal Palace,Burnley,162,184,1733.14013672,1713.18737793
1376244,2020-03-08,Man United,Man City,32,167,1830.57641602,1997.88037109
1376245,2020-06-25,Southampton,Arsenal,18,13,1686.86682129,1786.57495117
1376246,2020-07-01,Everton,Leicester,31,14,1748.86230469,1796.51391602
1376247,2020-03-07,Sheffield United,Norwich,163,168,1708.00634766,1611.60131836
1376248,2020-07-02,Man City,Liverpool,167,26,1974.56164551,2023.97290039
1376249,2020-03-07,Southampton,Newcastle,18,23,1689.84118652,1690.15893555
1376250,2020-07-02,Sheffield United,Tottenham,163,30,1686.14624023,1803.88122559
1376251,2020-03-07,Wolves,Brighton,161,211,1793.74438477,1641.30871582
1376252,2020-06-28,Watford,Southampton,27,18,1678.38256836,1677.421875
1376253,2020-06-21,Aston Villa,Chelsea,24,15,1603.86035156,1825.25744629
1376254,2020-07-01,West Ham,Chelsea,29,15,1664.45556641,1839.75415039
1376255,2020-07-05,Burnley,Sheffield United,184,163,1723.11547852,1700.34838867
1376256,2020-07-04,Chelsea,Watford,15,27,1828.39135742,1665.08496094
1376257,2020-07-04,Leicester,Crystal Palace,14,162,1788.40332031,1723.21203613
1376258,2020-07-05,Liverpool,Aston Villa,26,24,2007.7401123,1599.60498047
1376259,2020-07-04,Man United,Bournemouth,32,183,1865.59106445,1612.39379883
1376260,2020-07-05,Newcastle,West Ham,23,29,1714.42895508,1675.81848145
1376261,2020-07-04,Norwich,Brighton,168,211,1577.60510254,1648.52258301
1376262,2020-07-05,Southampton,Man City,18,167,1690.71960449,1990.79443359
1376263,2020-07-06,Tottenham,Everton,30,31,1789.67907715,1756.97290039
1376264,2020-07-04,Wolves,Arsenal,161,13,1801.5333252,1801.06481934
1376265,2019-12-21,Everton,Arsenal,31,13,1728.64599609,1806.84753418
1376266,2019-12-21,Man City,Leicester,167,14,2008.22253418,1835.67602539
1376267,2019-12-21,Newcastle,Crystal Palace,23,162,1718.14465332,1746.34484863
1376268,2019-12-21,Norwich,Wolves,168,161,1606.7121582,1757.91967773
1376269,2019-12-22,Tottenham,Chelsea,30,15,1856.41003418,1853.42504883
1376270,2019-12-22,Watford,Man United,27,32,1633.67041016,1825.83520508
1376271,2020-01-29,West Ham,Liverpool,29,26,1689.6151123,2086.02832031
1376272,2019-12-26,Aston Villa,Norwich,24,168,1619.42358398,1601.2064209
1376273,2019-12-26,Bournemouth,Arsenal,183,13,1688.64782715,1806.25622559
1376274,2019-12-26,Chelsea,Southampton,15,18,1866.68225098,1654.03405762
1376275,2019-12-26,Crystal Palace,West Ham,162,29,1738.99035645,1702.98449707
1376276,2019-12-26,Everton,Burnley,31,184,1729.23730469,1698.97851562
1376277,2019-12-26,Leicester,Liverpool,14,26,1831.53344727,2066.75512695
1376278,2019-12-26,Man United,Newcastle,32,23,1809.38085938,1725.49914551
1376279,2019-12-26,Sheffield United,Watford,163,27,1694.46057129,1650.12487793
1376280,2019-12-26,Tottenham,Brighton,30,211,1843.15283203,1651.33776855
1376281,2019-12-27,Wolves,Man City,161,167,1763.42541504,2012.3651123
1376282,2019-12-29,Arsenal,Chelsea,13,15,1804.5291748,1846.67919922
1376283,2019-12-28,Brighton,Bournemouth,211,183,1648.62683105,1690.37475586
1376284,2019-12-28,Burnley,Man United,184,32,1693.16357422,1817.64294434
1376285,2019-12-07,Everton,Chelsea,31,15,1704.92724609,1875.87243652
1376286,2019-12-07,Man City,Man United,167,32,2004.70166016,1805.85083008
1376287,2019-12-08,Newcastle,Southampton,23,18,1716.76538086,1650.11987305
1376288,2019-12-08,Norwich,Sheffield United,168,163,1603.52648926,1665.66320801
1376289,2019-12-07,Tottenham,Burnley,30,184,1844.1394043,1684.6361084
1376290,2019-12-07,Watford,Crystal Palace,27,162,1628.91638184,1748.04785156
1376291,2019-12-09,West Ham,Arsenal,29,13,1700.25622559,1805.41467285
1376292,2019-12-15,Arsenal,Man City,13,167,1815.04003906,2000.02990723
1376293,2019-12-14,Burnley,Newcastle,184,23,1681.72888184,1725.78393555
1376294,2019-12-14,Chelsea,Bournemouth,15,183,1866.9354248,1684.74768066
1376295,2019-12-16,Crystal Palace,Brighton,162,211,1750.45532227,1656.16137695
1376296,2019-12-14,Leicester,Norwich,14,168,1842.72680664,1599.66149902
1376297,2019-12-14,Liverpool,Watford,26,27,2065.80029297,1634.62524414
1376298,2019-12-15,Man United,Everton,32,31,1830.25720215,1724.22399902
1376299,2019-12-14,Sheffield United,Aston Villa,163,24,1677.64453125,1640.44897461
1376300,2019-12-08,Brighton,Wolves,211,161,1650.84753418,1757.78039551
1376301,2019-12-14,Southampton,West Ham,18,29,1649.21765137,1694.65771484
1376302,2019-12-15,Wolves,Tottenham,161,30,1765.2364502,1849.09313965
1376303,2019-12-21,Aston Villa,Southampton,24,18,1632.5670166,1640.89074707
1376304,2019-12-21,Bournemouth,Burnley,183,184,1698.25817871,1689.36816406
1376305,2019-12-21,Brighton,Sheffield United,211,163,1660.27185059,1685.52648926
1376306,2019-10-26,Man City,Aston Villa,167,24,2034.31018066,1649.1895752
1485184,2021-01-12,Burnley,Man United,184,32,1713.02502441,1876.74841309
1485185,2021-01-20,Man City,Aston Villa,167,24,1977.91381836,1716.90234375
1485186,2020-09-12,Crystal Palace,Southampton,162,18,1673.68884277,1720.21118164
1485187,2020-09-12,Fulham,Arsenal,170,13,1591.54626465,1799.52392578
1485188,2020-09-12,Liverpool,Leeds,26,19,1991.63098145,1624.62426758
1485189,2020-09-13,Tottenham,Everton,30,31,1807.71264648,1715.9395752
1485190,2020-09-13,West Brom,Leicester,175,14,1593.79064941,1757.98510742
1485191,2020-09-12,West Ham,Newcastle,29,23,1685.76428223,1677.56347656
1485192,2020-09-14,Brighton,Chelsea,211,15,1653.63110352,1818.56286621
1485193,2020-09-14,Sheffield United,Wolves,163,161,1693.6763916,1778.44799805
1485194,2020-09-19,Arsenal,West Ham,13,29,1807.03344727,1672.734375
1485195,2020-09-21,Aston Villa,Sheffield United,24,163,1618.62438965,1684.03930664
1485196,2020-09-20,Chelsea,Liverpool,15,26,1825.85424805,1993.09631348
1485197,2020-09-19,Everton,West Brom,31,175,1727.68505859,1585.65991211
1485198,2020-09-19,Leeds,Fulham,19,170,1623.89941406,1584.77734375
1485199,2020-09-20,Leicester,Burnley,14,184,1766.85632324,1723.07312012
1485200,2020-09-19,Man United,Crystal Palace,32,162,1861.09973145,1682.27844238
1485201,2020-09-20,Newcastle,Brighton,23,211,1691.3338623,1647.08032227
1485202,2020-09-20,Southampton,Tottenham,18,30,1712.36206055,1797.82580566
1485203,2020-09-21,Wolves,Man City,161,167,1788.82556152,1968.14929199
1485204,2020-09-26,Brighton,Man United,211,32,1665.40490723,1842.53186035
1485205,2020-09-26,Burnley,Southampton,184,18,1715.0760498,1700.82922363
1485206,2020-09-26,Crystal Palace,Everton,162,31,1701.51806641,1734.72106934
1485207,2020-09-28,Fulham,Aston Villa,170,24,1579.14025879,1627.83874512
1485208,2020-09-28,Liverpool,Arsenal,26,13,2000.12207031,1811.26867676
1485209,2020-09-27,Man City,Leicester,167,14,1974.95031738,1775.52526855
1485210,2020-09-27,Sheffield United,Leeds,163,19,1675.4967041,1630.20825195
1485211,2020-09-27,Tottenham,Newcastle,30,23,1811.04370117,1673.68103027
1485212,2020-09-26,West Brom,Chelsea,175,15,1579.29553223,1819.50024414
1485213,2020-09-27,West Ham,Wolves,29,161,1669.17089844,1782.69641113
1485214,2020-10-04,Arsenal,Sheffield United,13,163,1807.7097168,1666.13818359
1485215,2020-10-04,Aston Villa,Liverpool,24,26,1641.77258301,2005.29968262
1485216,2020-10-03,Chelsea,Crystal Palace,15,162,1815.06933594,1694.03198242
1485217,2020-10-03,Everton,Brighton,31,211,1743.82592773,1661.48156738
1485218,2020-10-03,Leeds,Man City,19,167,1641.18554688,1952.78857422
1485219,2020-10-04,Leicester,West Ham,14,29,1799.30566406,1690.32470703
1485220,2020-10-04,Man United,Tottenham,32,30,1848.07385254,1809.74047852
1485221,2020-10-03,Newcastle,Burnley,23,184,1679.04284668,1706.42272949
1485222,2020-10-04,Southampton,West Brom,18,175,1711.10119629,1585.34521484
1485223,2020-10-04,Wolves,Fulham,161,170,1763.16113281,1566.82507324
1485224,2020-10-17,Chelsea,Southampton,15,18,1823.93395996,1717.05957031
1485225,2020-10-18,Crystal Palace,Brighton,162,211,1685.16723633,1653.99438477
1485226,2020-10-17,Everton,Liverpool,31,26,1751.31311035,1970.78283691
1485227,2020-10-19,Leeds,Wolves,19,161,1647.85021973,1766.18798828
1485228,2020-10-18,Leicester,Aston Villa,14,24,1779.24963379,1676.28942871
1485229,2020-10-17,Man City,Arsenal,167,13,1946.1237793,1811.67236328
1485230,2020-10-17,Newcastle,Man United,23,32,1690.57775879,1825.89160156
1485231,2020-10-18,Sheffield United,Fulham,163,170,1662.17553711,1563.79821777
1485232,2020-10-18,Tottenham,West Ham,30,29,1831.92260742,1710.3807373
1485233,2020-10-19,West Brom,Burnley,175,184,1579.38684082,1694.88781738
1485234,2020-10-25,Arsenal,Leicester,13,14,1822.73681641,1781.93603516
1485235,2020-10-23,Aston Villa,Leeds,24,19,1693.79418945,1648.33789062
1485236,2020-10-26,Brighton,West Brom,211,175,1666.15979004,1592.27856445
1485237,2020-10-26,Burnley,Tottenham,184,30,1702.84069824,1842.87402344
1485238,2020-11-28,Brighton,Liverpool,211,26,1680.0020752,1993.03588867
1485239,2020-10-24,Fulham,Crystal Palace,170,162,1577.75646973,1693.84655762
1485240,2020-11-29,Chelsea,Tottenham,15,30,1878.91589355,1871.95007324
1485241,2020-10-24,Liverpool,Sheffield United,26,163,1980.85180664,1669.06201172
1485242,2020-11-27,Crystal Palace,Newcastle,162,23,1704.30883789,1697.38208008
1485243,2020-10-24,Man United,Chelsea,32,15,1857.42102051,1829.97412109
1485244,2020-11-28,Everton,Leeds,31,19,1752.68164062,1662.72888184
1485245,2020-10-25,Southampton,Everton,18,31,1731.33239746,1766.61462402
1485246,2020-11-30,Leicester,Fulham,14,170,1819.21240234,1584.93432617
1485247,2020-10-24,West Ham,Man City,29,167,1724.90808105,1963.61413574
1485248,2020-11-28,Man City,Burnley,167,184,1969.2557373,1706.93945312
1485249,2020-10-25,Wolves,Newcastle,161,23,1782.34204102,1691.50292969
1485250,2020-11-29,Southampton,Man United,18,32,1770.61157227,1869.97351074
1485251,2020-11-01,Aston Villa,Southampton,24,18,1687.51098633,1749.70825195
1485252,2020-11-28,West Brom,Sheffield United,175,163,1589.14501953,1662.57763672
1485253,2020-10-31,Burnley,Chelsea,184,15,1704.46203613,1845.58056641
1485254,2020-11-30,West Ham,Aston Villa,29,24,1749.50598145,1695.7722168
1485255,2020-11-02,Fulham,West Brom,170,175,1578.70690918,1601.77148438
1485256,2021-01-23,Aston Villa,Newcastle,24,23,1713.92614746,1670.15527344
1485257,2020-11-02,Leeds,Leicester,19,14,1676.46508789,1802.62866211
1485258,2020-12-07,Brighton,Southampton,211,18,1683.33178711,1760.94519043
1485259,2020-10-31,Liverpool,West Ham,26,29,1990.51208496,1737.07470703
1485260,2020-12-05,Burnley,Everton,184,31,1698.61682129,1738.34924316
1485261,2020-11-01,Man United,Arsenal,32,13,1877.63330078,1820.20324707
1485262,2020-12-05,Chelsea,Leeds,15,19,1892.29907227,1670.23352051
1485263,2020-11-01,Newcastle,Everton,23,31,1701.44250488,1761.67724609
1485264,2020-12-06,Liverpool,Wolves,26,161,1985.58764648,1795.51257324
1485265,2020-10-31,Sheffield United,Man City,163,167,1674.0703125,1970.61279297
1485266,2020-12-05,Man City,Fulham,167,170,1966.70556641,1595.67956543
1485267,2020-11-01,Tottenham,Brighton,30,211,1841.12817383,1670.10522461
1485268,2020-12-06,Sheffield United,Leicester,163,14,1649.79724121,1787.9407959
1485269,2020-10-30,Wolves,Crystal Palace,161,162,1788.70458984,1709.19799805
1485270,2020-12-06,Tottenham,Arsenal,30,13,1864.92089844,1808.41418457
1485271,2020-11-08,Arsenal,Aston Villa,13,24,1838.49658203,1685.76501465
1485272,2020-12-06,West Brom,Crystal Palace,175,162,1595.09777832,1689.54101562
1485273,2020-11-06,Brighton,Burnley,211,184,1668.13806152,1696.99707031
1485274,2020-12-05,West Ham,Man United,29,32,1751.85791016,1859.64489746
1485275,2020-11-07,Chelsea,Sheffield United,15,163,1864.44091797,1676.97277832
1485276,2020-12-13,Arsenal,Burnley,13,184,1796.85424805,1694.73840332
1485277,2020-11-07,Crystal Palace,Leeds,162,19,1703.8848877,1672.3659668
1485278,2020-12-13,Crystal Palace,Tottenham,162,30,1698.40112305,1871.13952637
1485279,2020-11-07,Everton,Man United,31,32,1758.12219238,1858.57263184
1485280,2020-12-12,Everton,Chelsea,31,15,1733.90563965,1883.63244629
1485281,2020-11-08,Leicester,Wolves,14,161,1823.21496582,1799.05517578
1485282,2020-12-13,Fulham,Liverpool,170,26,1589.88110352,1980.26416016
1485283,2020-11-08,Man City,Liverpool,167,26,1981.78881836,2009.21520996
1485284,2020-12-11,Leeds,West Ham,19,29,1660.55749512,1737.53894043
1485285,2020-11-06,Southampton,Newcastle,18,23,1758.36560059,1711.90881348
1485286,2020-12-13,Leicester,Brighton,14,211,1792.07055664,1672.32214355
1485287,2020-11-08,West Brom,Tottenham,175,30,1595.82775879,1853.67468262
1485288,2020-12-12,Man United,Man City,32,167,1857.39709473,1967.20983887
1485289,2020-11-07,West Ham,Fulham,29,170,1740.24194336,1595.41516113
1485290,2020-12-12,Newcastle,West Brom,23,175,1704.06018066,1577.91564941
1485291,2020-11-21,Aston Villa,Brighton,24,211,1707.10498047,1672.07275391
1485292,2020-12-13,Southampton,Sheffield United,18,163,1763.63269043,1640.25109863
1485293,2020-11-23,Burnley,Crystal Palace,184,162,1700.76879883,1715.33251953
1485294,2020-12-12,Wolves,Aston Villa,161,24,1784.9309082,1682.43151855
1485295,2020-11-22,Fulham,Everton,170,31,1591.43115234,1749.58850098
1485296,2020-12-16,Arsenal,Southampton,13,18,1785.37438965,1771.36047363
1485297,2020-11-22,Leeds,Arsenal,19,13,1660.91833496,1817.15661621
1485298,2020-12-17,Aston Villa,Burnley,24,184,1693.89135742,1706.21826172
1485299,2020-11-22,Liverpool,Leicester,26,14,2009.19702148,1829.91906738
1485300,2020-12-16,Fulham,Brighton,170,211,1597.640625,1664.5390625
1485301,2020-11-21,Man United,West Brom,32,175,1867.10644531,1592.91748047
1485302,2020-12-16,Leeds,Newcastle,19,23,1655.55664062,1708.45654297
1485303,2020-11-21,Newcastle,Chelsea,23,15,1707.09851074,1870.15246582
1485304,2020-12-16,Leicester,Everton,14,31,1799.8536377,1744.98913574
1485305,2020-11-22,Sheffield United,West Ham,163,29,1671.26123047,1744.22607422
1485306,2020-12-17,Sheffield United,Man United,163,32,1632.52331543,1859.64306641
1485307,2020-11-21,Tottenham,Man City,30,167,1856.58508301,1981.80700684
1485308,2020-12-16,West Ham,Crystal Palace,29,162,1746.16918945,1702.2746582
1485309,2020-11-23,Wolves,Southampton,161,18,1792.35107422,1770.88232422
1485310,2020-12-15,Wolves,Chelsea,161,15,1773.47094727,1872.5489502
1485311,2020-11-29,Arsenal,Wolves,13,161,1817.45996094,1789.21838379
1485312,2020-12-16,Liverpool,Tottenham,26,30,1972.5045166,1867.26586914
1485313,2020-12-15,Man City,West Brom,167,175,1964.96386719,1573.51916504
1485314,2020-12-20,Brighton,Sheffield United,211,163,1663.55053711,1628.87817383
1485315,2020-12-21,Burnley,Wolves,184,161,1706.85131836,1783.2401123
1485316,2020-12-21,Chelsea,West Ham,15,29,1862.77978516,1744.00671387
1485317,2020-12-19,Crystal Palace,Liverpool,162,26,1704.43713379,1977.1730957
1485318,2020-12-19,Everton,Arsenal,31,13,1759.51171875,1784.04516602
1485319,2020-12-20,Man United,Leeds,32,19,1863.28820801,1670.36804199
1485320,2020-12-19,Newcastle,Fulham,23,170,1693.6451416,1598.62915039
1485321,2021-01-01,Everton,West Ham,31,29,1772.90673828,1735.35742188
1485322,2021-01-30,Everton,Newcastle,31,23,1772.82104492,1652.98876953
1485323,2021-01-01,Man United,Aston Villa,32,24,1873.15600586,1720.49475098
1485324,2021-01-31,Leicester,Leeds,14,19,1825.31921387,1680.71520996
1485325,2021-02-21,Man United,Newcastle,32,23,1893.39782715,1673.99377441
1485326,2021-01-03,Newcastle,Leicester,23,14,1693.43273926,1799.36279297
1485327,2021-01-30,Man City,Sheffield United,167,163,1983.7286377,1631.07202148
1485328,2021-02-20,Southampton,Chelsea,18,15,1722.74926758,1864.21386719
1485329,2021-01-04,Southampton,Liverpool,18,26,1762.79296875,1970.00476074
1485330,2021-01-30,Southampton,Aston Villa,18,24,1755.04650879,1715.01342773
1485331,2021-02-21,West Ham,Tottenham,29,30,1779.12805176,1829.82678223
1485332,2021-01-02,Tottenham,Leeds,30,19,1846.27209473,1687.71728516
1485333,2021-01-30,West Brom,Fulham,175,170,1565.3671875,1608.70385742
1485334,2021-02-19,Wolves,Leeds,161,19,1761.7845459,1698.21618652
1485335,2021-01-02,West Brom,Arsenal,175,13,1565.12866211,1795.33349609
1485336,2021-01-31,West Ham,Liverpool,29,26,1762.16247559,1949.32849121
1485337,2021-02-28,Chelsea,Man United,15,32,1868.37902832,1895.47717285
1485338,2021-01-14,Arsenal,Crystal Palace,13,162,1802.57470703,1694.91394043
1485339,2021-02-03,Aston Villa,West Ham,24,29,1724.78039551,1756.2232666
1485340,2021-02-28,Crystal Palace,Fulham,162,170,1694.9720459,1641.92236328
1485341,2021-03-21,Aston Villa,Tottenham,24,30,1725.88525391,1821.1105957
1485342,2021-02-03,Burnley,Man City,184,167,1717.2722168,1985.08862305
1485343,2021-03-01,Everton,Southampton,31,18,1770.33435059,1710.74829102
1485344,2021-01-20,Fulham,Man United,170,32,1608.94995117,1884.65588379
1485345,2021-02-03,Fulham,Leicester,170,14,1608.26965332,1808.24291992
1485346,2021-02-27,Leeds,Aston Villa,19,24,1709.41308594,1723.99633789
1485347,2021-02-23,Leeds,Southampton,19,18,1696.70385742,1725.96862793
1485348,2021-02-03,Leeds,Everton,19,31,1697.79150391,1756.05297852
1485349,2021-02-28,Leicester,Arsenal,14,13,1815.51342773,1815.36376953
1485350,2021-01-19,Leicester,Chelsea,14,15,1814.64123535,1847.18725586
1485351,2021-02-02,Sheffield United,West Brom,163,175,1629.71191406,1565.80126953
1485352,2021-02-27,Man City,West Ham,167,29,2026.13208008,1786.4119873
1485353,2021-01-12,Sheffield United,Newcastle,163,23,1612.2845459,1687.15759277
1485354,2021-02-02,Wolves,Arsenal,161,13,1739.53710938,1818.12878418
1485355,2021-02-27,Newcastle,Wolves,23,161,1668.88513184,1770.63085938
1485356,2021-01-19,West Ham,West Brom,29,175,1751.60070801,1571.47119141
1485357,2021-02-02,Man United,Southampton,32,18,1871.97167969,1745.27954102
1485358,2021-02-28,Sheffield United,Liverpool,163,26,1623.27856445,1912.77612305
1485359,2021-01-12,Wolves,Everton,161,31,1768.01257324,1762.93579102
1485360,2021-02-02,Newcastle,Crystal Palace,23,162,1669.75671387,1696.49487305
1485361,2021-02-28,Tottenham,Burnley,30,184,1821.40075684,1724.84448242
1485362,2021-01-21,Liverpool,Burnley,26,184,1954.84985352,1701.85339355
1485363,2021-02-04,Tottenham,Chelsea,30,15,1829.83203125,1839.27575684
1485364,2021-02-27,West Brom,Brighton,175,211,1575.41516113,1691.65307617
1485365,2021-01-13,Man City,Brighton,167,211,1972.24780273,1660.88330078
1485366,2021-02-03,Liverpool,Brighton,26,211,1955.2677002,1677.98449707
1485367,2021-03-06,Aston Villa,Wolves,24,161,1721.99194336,1764.69824219
1485368,2021-01-18,Arsenal,Newcastle,13,23,1798.68981934,1677.92431641
1485369,2021-02-06,Aston Villa,Arsenal,24,13,1713.74157715,1808.64489746
1485370,2021-03-06,Brighton,Leicester,211,14,1681.25256348,1801.40612793
1485371,2021-05-13,Aston Villa,Everton,24,31,1732.09912109,1784.72961426
1485372,2021-02-06,Burnley,Brighton,184,211,1713.1652832,1692.84667969
1485373,2021-03-06,Burnley,Arsenal,184,13,1716.44042969,1827.83862305
1485374,2021-01-16,Fulham,Chelsea,170,15,1612.45031738,1843.68688965
1485375,2021-02-06,Fulham,West Ham,170,29,1602.63061523,1767.26208496
1485376,2021-03-08,Chelsea,Everton,15,31,1878.41516113,1780.25878906
1485377,2021-01-16,Leeds,Brighton,19,211,1681.70629883,1659.25720215
1485378,2021-02-08,Leeds,Crystal Palace,19,162,1690.59350586,1704.61767578
1485379,2021-03-07,Liverpool,Fulham,26,170,1906.39257812,1639.96740723
1485380,2021-01-16,Leicester,Southampton,14,18,1805.63793945,1774.9395752
1485381,2021-02-07,Liverpool,Man City,26,167,1940.40539551,1989.19555664
1485382,2021-03-07,Man City,Man United,167,32,2032.42138672,1891.00476074
1485383,2021-01-17,Liverpool,Man United,26,32,1957.8581543,1881.64770508
1485384,2021-02-06,Man United,Everton,32,31,1885.17504883,1763.25097656
1485385,2021-03-06,Sheffield United,Southampton,163,18,1629.86962891,1705.0333252
1485386,2021-01-17,Man City,Crystal Palace,167,162,1973.8737793,1698.79870605
1485387,2021-02-06,Newcastle,Southampton,23,18,1661.63391113,1732.07617188
1485388,2021-03-07,Tottenham,Crystal Palace,30,162,1835.76245117,1697.18359375
1485389,2021-01-17,Sheffield United,Tottenham,163,30,1621.51782227,1845.58276367
1485390,2021-02-07,Sheffield United,Chelsea,163,15,1635.52819824,1847.63122559
1485391,2021-03-07,West Brom,Newcastle,175,23,1581.60620117,1670.96203613
1485392,2021-01-16,West Ham,Burnley,29,184,1745.32836914,1708.12573242
1485393,2021-02-07,Tottenham,West Brom,30,175,1821.4765625,1559.98510742
1485394,2021-03-08,West Ham,Leeds,29,19,1783.97839355,1701.06433105
1485395,2021-01-16,Wolves,West Brom,161,175,1758.83056641,1557.88757324
1485396,2021-02-07,Wolves,Leicester,161,14,1749.02099609,1813.88208008
1485397,2021-03-14,Arsenal,Tottenham,13,30,1839.19262695,1854.40942383
1485398,2021-01-27,Brighton,Fulham,211,170,1668.77160645,1606.11364746
1485399,2021-02-14,Arsenal,Leeds,13,19,1798.85876465,1701.64001465
1485400,2021-03-13,Crystal Palace,West Brom,162,175,1695.84960938,1589.0802002
1485401,2021-01-27,Burnley,Aston Villa,184,24,1716.50854492,1722.56933594
1485402,2021-02-13,Brighton,Aston Villa,211,24,1694.16210938,1723.52783203
1485403,2021-03-13,Everton,Burnley,31,184,1779.01208496,1724.53747559
1485404,2021-01-27,Everton,Leicester,31,14,1772.11779785,1826.02246094
1485405,2021-02-15,Chelsea,Newcastle,15,23,1851.40588379,1670.9074707
1485406,2021-03-13,Fulham,Man City,170,167,1660.53234863,2024.15002441
1485407,2021-01-27,Man United,Sheffield United,32,163,1887.49230957,1616.33154297
1485408,2021-02-13,Crystal Palace,Burnley,162,184,1693.57128906,1711.84997559
1485409,2021-03-13,Leeds,Chelsea,19,15,1699.48022461,1891.21850586
1485410,2021-01-26,West Brom,Man City,175,167,1568.20568848,1980.89001465
1485411,2021-02-14,Everton,Fulham,31,170,1767.26013184,1606.43029785
1485412,2021-03-14,Leicester,Sheffield United,14,163,1812.94824219,1625.75024414
1485413,2021-01-27,Chelsea,Wolves,15,161,1835.80603027,1745.24682617
1485414,2021-02-13,Leicester,Liverpool,14,26,1812.77124023,1927.53271484
1485415,2021-03-14,Man United,West Ham,32,29,1911.12927246,1797.11901855
1485416,2021-01-26,Newcastle,Leeds,23,19,1661.51196289,1672.19189453
1485417,2021-02-13,Man City,Tottenham,167,30,2002.06835938,1824.56140137
1485418,2021-03-12,Newcastle,Aston Villa,23,24,1671.65429688,1724.76428223
1485419,2021-01-26,Southampton,Arsenal,18,13,1765.9362793,1806.4588623
1485420,2021-02-14,Southampton,Wolves,18,161,1722.8026123,1750.13171387
1485421,2021-03-14,Southampton,Brighton,18,211,1717.67297363,1681.26708984
1485422,2021-01-28,Tottenham,Liverpool,30,26,1850.76904297,1940.19458008
1485423,2021-02-14,West Brom,Man United,175,32,1556.90026855,1881.16577148
1485424,2021-03-15,Wolves,Liverpool,161,26,1770.09228516,1905.01672363
1485425,2021-01-26,Crystal Palace,West Ham,162,29,1694.75878906,1754.86621094
1485426,2021-02-15,West Ham,Sheffield United,29,163,1763.46240234,1631.75354004
1485427,2021-03-20,Brighton,Newcastle,211,23,1689.45178223,1674.12109375
1485428,2021-01-30,Arsenal,Man United,13,32,1817.34863281,1872.75183105
1485429,2021-02-21,Arsenal,Man City,13,167,1814.42419434,2020.06530762
1485430,2021-03-03,Burnley,Leicester,184,14,1714.8079834,1803.03857422
1485431,2021-01-31,Brighton,Tottenham,211,30,1666.18139648,1841.63513184
1485432,2021-02-21,Aston Villa,Leicester,24,14,1731.34118652,1833.84924316
1485433,2021-03-03,Crystal Palace,Man United,162,32,1692.60180664,1895.58666992
1485434,2021-01-31,Chelsea,Burnley,15,184,1832.48352051,1724.0645752
1485435,2021-02-22,Brighton,Crystal Palace,211,162,1702.24291992,1686.89331055
1485436,2021-03-19,Fulham,Leeds,170,19,1661.65917969,1707.96801758
1485437,2021-01-30,Crystal Palace,Wolves,162,161,1687.46252441,1748.56945801
1485438,2021-02-20,Burnley,West Brom,184,175,1730.96496582,1571.8059082
1485439,2021-03-04,Liverpool,Chelsea,26,15,1916.53820801,1868.26953125
1485440,2021-02-20,Fulham,Sheffield United,170,163,1635.73010254,1631.98217773
1485441,2021-03-02,Man City,Wolves,167,161,2028.56567383,1768.55395508
1485442,2021-02-20,Liverpool,Everton,26,31,1932.38391113,1753.23779297
1485443,2021-03-03,Sheffield United,Aston Villa,163,24,1619.51647949,1732.34509277
1485444,2020-12-26,Leicester,Man United,14,32,1800.66589355,1869.20751953
